"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VFZR95QX","journalArticle","2014","Fan, Yaxin; Tang, Yi-Yuan; Tang, Rongxiang; Posner, Michael I.","Short Term Integrative Meditation Improves Resting Alpha Activity and Stroop Performance","Applied Psychophysiology and Biofeedback","","1573-3270","10.1007/s10484-014-9258-5","","Our previous research showed that short term meditation training reduces the time to resolve conflict in the flanker task. Studies also show that resting alpha increases with long term meditation practice. The aim of this study is to determine whether short term meditation training both increases resting alpha activity and reduces the time to resolve conflict in the Stroop task and whether these two effects are related. Forty-three Chinese undergraduates were randomly assigned an experiment group given 5 days meditation training using integrative body-mind training (IBMT) and a relaxation training control. After training, only the IBMT group showed decreased conflict reaction time (RT), and increased resting mean alpha power. Moreover, the higher the enhancement of resting alpha power, the stronger the improvement of conflict RT. The results indicate that short term meditation diffusely enhances alpha and improves the ability to deal with conflict and moreover these two effects are positively related.","41907","41916.06853009259","41916.06853009259","","","","","","","Appl Psychophysiol Biofeedback","","","","","","","","ENG","","","","","NCBI PubMed","","PMID: 25253652","","","http://www.ncbi.nlm.nih.gov/pubmed/25253652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFG2KWPR","journalArticle","2014","Tanaka, Guaraci Ken; Peressutti, Caroline; Teixeira, Silmar; Cagy, Mauricio; Piedade, Roberto; Nardi, Antonio Egídio; Ribeiro, Pedro; Velasques, Bruna","Lower trait frontal theta activity in mindfulness meditators","Arquivos De Neuro-Psiquiatria","","1678-4227","","","Acute and long-term effects of mindfulness meditation on theta-band activity are not clear. The aim of this study was to investigate frontal theta differences between long- and short-term mindfulness practitioners before, during, and after mindfulness meditation. Twenty participants were recruited, of which 10 were experienced Buddhist meditators. Despite an acute increase in the theta activity during meditation in both the groups, the meditators showed lower trait frontal theta activity. Therefore, we suggested that this finding is a neural correlate of the expert practitioners' ability to limit the processing of unnecessary information (e.g., discursive thought) and increase the awareness of the essential content of the present experience. In conclusion, acute changes in the theta band throughout meditation did not appear to be a specific correlate of mindfulness but were rather related to the concentration properties of the meditation. Notwithstanding, lower frontal theta activity appeared to be a trait of mindfulness practices.","41883","41916.06853009259","41916.06853009259","","687-693","","9","72","","Arq Neuropsiquiatr","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 25252232","","","http://www.ncbi.nlm.nih.gov/pubmed/25252232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GHFUTVBR","journalArticle","2014","Charlson, Mary E.; Loizzo, Joseph; Moadel, Alyson; Neale, Miles; Newman, Chayim; Olivo, Erin; Wolf, Emily; Peterson, Janey C.","Contemplative self healing in women breast cancer survivors: a pilot study in underserved minority women shows improvement in quality of life and reduced stress","BMC complementary and alternative medicine","","1472-6882","10.1186/1472-6882-14-349","","BACKGROUND: Among underserved, largely minority women who were breast cancer survivors, this pilot project was designed to evaluate the quality of life outcomes of a 20 week Contemplative Self-Healing Program. METHODS: Women previously treated for stage I-III breast cancer were assessed before and after the 20 week program with the FACT-G, FACT-B, FACIT-Spirituality, ECOG, and the Impact of Events Scale. They participated in a 20-week intervention involving guided meditation and cognitive-affective-behavioral learning. RESULTS: With an average age of 63, 62% of the participants were African-American or Latino. With an average of 5.4 years since the diagnosis of breast cancer, 72% had an ECOG performance status of 1. 57% were currently working.Their baseline FACT-G was 80.5 +/- 15.1, and their baseline Impact of Events Scale was 26.3 +/- 18.9. The within-patient improvement on the FACT-G was 4.6 +/- 10.9 (p = .01); in parallel the FACT-B improved by 2.8 +/- 12.8 points (p = .03) The Impact of Events Scale improved by 6.6 +/- 15.5 points.(p = .01). There was significant within-patient improvement on both the avoidance scale (3.8 +/- 9.2) and on the intrusion scale (2.9 +/- 7.9). Patients who attended more sessions and conducted more home practice had greater improvements in quality of life. CONCLUSION: Persons receiving a 20-session contemplative self healing intervention showed improved quality of life, with a clinically and statistically significant increase in the FACT-G. In addition, this population showed a significant reduction in post-traumatic stress symptoms assessed by the Impact of Events Scale.Trial registration: Clinical Trials Gov NCT00278837.","41905","41916.06853009259","41916.06853009259","","349","","1","14","","BMC Complement Altern Med","Contemplative self healing in women breast cancer survivors","","","","","","","ENG","","","","","NCBI PubMed","","PMID: 25249005","","","http://www.ncbi.nlm.nih.gov/pubmed/25249005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAQR8TP5","journalArticle","2014","Pike, Chris; Vernon, David; Hald, Lea A.","Asymmetric Activation of the Anterior Cerebral Cortex in Recipients of IRECA: Preliminary Evidence for the Energetic Effects of an Intention-Based Biofield Treatment Modality on Human Neurophysiology","Journal of Alternative and Complementary Medicine (New York, N.Y.)","","1557-7708","10.1089/acm.2014.0074","","Abstract Objectives: Neurophysiologic studies of mindfulness link the health benefits of meditation to activation of the left-anterior cerebral cortex. The similarity and functional importance of intention and attentional stance in meditative and biofield therapeutic practices suggest that modulation of recipient anterior asymmetric activation may mediate the energetic effects of intention-based biofield treatments as well. The aim of the current study was to test this hypothesis by using a treatment modality known as IRECA (Istituto di Ricerca sull'Energia Cosmica Applicata). Design: Participants' electroencephalograms (EEG) were recorded over a 5-minute recovery period (subdivided into three 100-second intervals) while participants received genuine IRECA, placebo treatment, or no treatment, after completion of a cognitively demanding task. Participants: 21 undergraduate students (3 men and 18 women; mean age, 22.1 years). All were right-handed and none had a history of neurologic or psychological impairment. Outcome measures: (1) Alpha Asymmetry Index (AAI), a standard measure of anterior asymmetric activation of the cerebral cortex, defined as the average right hemisphere minus left hemisphere log alpha power of EEG recordings for homologous pairs of electrodes in frontal and prefrontal regions; (2) self-report measures of state anxiety obtained at baseline, before treatment, and after treatment, using a short form of the State-Trait Anxiety Inventory. Results: In line with predictions, recipients of IRECA showed enhanced left-anterior activation of the cerebral cortex relative to placebo and no-treatment controls (as indicated by significantly higher and significantly positive AAI scores) during the first 100 seconds of treatment, and they reported greater overall reduction in state anxiety relative to baseline measures. Conclusions: The current study provides preliminary supporting evidence for an intention-based biofield therapeutic modality offsetting the negative effects of stress via sympathetic activation of recipients' left-anterior cerebral cortex.","41901","41916.06853009259","41916.06853009259","","","","","","","J Altern Complement Med","Asymmetric Activation of the Anterior Cerebral Cortex in Recipients of IRECA","","","","","","","ENG","","","","","NCBI PubMed","","PMID: 25238595","","","http://www.ncbi.nlm.nih.gov/pubmed/25238595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJD3U9QI","journalArticle","2014","Younge, John O.; Gotink, Rinske A.; Baena, Cristina P.; Roos-Hesselink, Jolien W.; Hunink, Mg Myriam","Mind-body practices for patients with cardiac disease: a systematic review and meta-analysis","European Journal of Preventive Cardiology","","2047-4881","10.1177/2047487314549927","","BACKGROUND: Due to new treatment modalities in the last decades, a decline in cardiovascular deaths has been observed. There is an emerging field of secondary prevention and behavioural programmes with increased interest in the use of mind-body practices. Until now, these have not been established in cardiovascular disease treatment programmes. DESIGN: We performed a systematic review and meta-analysis of the available evidence on the effectiveness of mind-body practices for patients with diagnosed cardiac disease. METHODS: We included randomized controlled trials (RCTs), published in English, reporting mind-body practices for patients with diagnosed cardiac disease. EMBASE, MEDLINE, Pubmed, Web of Science, The Cochrane Central Register of Controlled Trials and PsycINFO were searched up to July 2013. Two reviewers independently identified studies for inclusion and extracted data on study characteristics, outcomes (Quality of Life, anxiety, depression, physical parameters and exercise tolerance) and quality assessment. Standardized effect sizes (Cohen's d) were calculated comparing the outcomes between the intervention and control group and random effects meta-analysis was conducted. RESULTS: We identified 11 unique RCTs with an overall low quality. The studies evaluated mindfulness-based stress reduction, transcendental meditation, progressive muscle relaxation and stress management. Pooled analyses revealed effect sizes of 0.45 (95%CI 0.20-0.72) for physical quality of life, 0.68 (95%CI 0.10-1.26) for mental quality of life, 0.61 (95%CI 0.23-0.99) for depression, 0.52 (95%CI 0.26-0.78) for anxiety, 0.48 (95%CI 0.27-0.69) for systolic blood pressure and 0.36 (95%CI 0.15-0.57) for diastolic blood pressure. CONCLUSIONS: Mind-body practices have encouraging results for patients with cardiac disease. Our review demonstrates the need for high-quality studies in this field.","41898","41916.06853009259","41916.06853009259","","","","","","","Eur J Prev Cardiol","Mind-body practices for patients with cardiac disease","","","","","","","ENG","","","","","NCBI PubMed","","PMID: 25227551","","","http://www.ncbi.nlm.nih.gov/pubmed/25227551","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBX9G7EV","journalArticle","2014","Bhagabati, D.","Sy02-3a model of intervention of hospitalized alcohol dependant patients in a general hospital psychiatry ward in India","Alcohol and Alcoholism (Oxford, Oxfordshire)","","1464-3502","10.1093/alcalc/agu052.8","","The Department of Psychiatry, Gauhati Medical College and Hospital has a 60 bedded Psychiatry ward, out of which eight beds are marked for Alcohol Dependant patients. The length of stay is three to four weeks. All patients are admitted along with a care giver preferably a close family member. After the initial phase of management of withdrawal symptoms for three to four days, patients along with the care giver are involved in group counselling by a Psychiatric Social Worker. Three days a week the patients are taught Yogic exercises by a Yoga teacher. The sessions begin with Meditation, Pranayama, Kapalbhati. This is followed by Yogic postures or Asanas in three phases. The first phase consists of Mudras aimed at strengthening the limbs and improving bowel movement. Asanas of the second phase consists of postures aimed at improving the functions of the internal organs and concentration. In the third phase too Asanas are aimed at function of the inetrnal organs (particularly Hepato-Biliary system), the Spine and the Surya- Namaskar a combination of postures aiming at harmony of all the systems of the body. Every session ends with the Shavasana, a relaxation exercise.","41883","41916.06853009259","41916.06853009259","","i4","","","49 Suppl 1","","Alcohol Alcohol.","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 25221159","","","http://www.ncbi.nlm.nih.gov/pubmed/25221159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKN4BFWU","journalArticle","2014","Kimura, M.; Koumoto, Y.; Maesato, H.; Yoshimura, A.; Toyama, T.; Nakayama, H.; Takimura, T.; Matsushita, S.; Higuchi, S.","Sy16-3the characteristics of the treatment systems of alcohol use disorder in Japan","Alcohol and Alcoholism (Oxford, Oxfordshire)","","1464-3502","10.1093/alcalc/agu052.70","","The treatment of alcohol use disorder (AUD) is influenced by the culture of each society, the policy of the medical systems, and the difference in clinical characteristics of the patients. In Japan, a hospitalized treatment for comparably longer (2-3 months) period is more likely to be selected. Japanese alcoholic patients tend to develop AUD later in their life and comorbid antisocial personality disorder and polydrug addiction exist less frequently compared to Western countries. Japanese therapists have developed several unique treatment programs such as Naikan therapy and Morita therapy, which are inspired by Buddhism and Zen meditation. Danshukai, a self-help group of AUD, was established in Japan based on AA, but there are some differences between Danshukai and AA. The comparison of such differences between Japan and other countries would make clear the effect of the cultural aspects on the treatment of AUD. We would like to present the unique Japanese treatment of AUD and discuss the influence of the culture, which would lead to increase the outcome of the treatment of AUD among different cultural societies.","41883","41916.06853009259","41916.06853009259","","i16","","","49 Suppl 1","","Alcohol Alcohol.","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 25221019","","","http://www.ncbi.nlm.nih.gov/pubmed/25221019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5Q6ISNF","journalArticle","2014","Shors, Tracey J.; Olson, Ryan L.; Bates, Marsha E.; Selby, Edward A.; Alderman, Brandon L.","Mental and Physical (MAP) Training: A Neurogenesis-Inspired Intervention that Enhances Health in Humans","Neurobiology of Learning and Memory","","1095-9564","10.1016/j.nlm.2014.08.012","","New neurons are generated in the hippocampus each day and their survival is greatly enhanced through effortful learning (Shors, 2014). The numbers of cells produced can be increased by physical exercise (van Praag, Kempermann, & Gage, 1999). These findings inspired us to develop a clinical intervention for humans known as Mental and Physical Training, or MAP Training. Each session consists of 30 min of mental training with focused attention meditation (20 minutes sitting and 10 minutes walking). Meditation is an effortful training practice that involves learning about the transient nature of thoughts and thought patterns, and acquiring skills to recognize them without necessarily attaching meaning and/or emotions to them. The mental training component is followed by physical training with 30 min of aerobic exercise performed at moderate intensity. During this component, participants learn choreographed dance routines while engaging in aerobic exercise. In a pilot ""proof-of-concept"" study, we provided supervised MAP Training (2 sessions per week for 8 weeks) to a group of young mothers in the local community who were recently homeless, most of them having previously suffered from physical and sexual abuse, addiction, and depression. Preliminary data suggest that MAP Training improves dependent measures of aerobic fitness (as assessed by maximal rate of oxygen consumed) as well as decreases symptoms of depression and anxiety. Similar changes were not observed in a group of recently homeless women who did not participate in MAP Training. It is not currently possible to determine whether new neurons in the human brain increase in number as a result of MAP Training. Rather these preliminary results of MAP Training illustrate how neuroscientific research can be translated into novel clinical interventions that benefit human health and wellness.","41890","41916.06853009259","41916.06853009259","","","","","","","Neurobiol Learn Mem","Mental and Physical (MAP) Training","","","","","","","ENG","","","","","NCBI PubMed","","PMID: 25219804","","","http://www.ncbi.nlm.nih.gov/pubmed/25219804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4EGMV2HC","journalArticle","2014","Grow, Joel C.; Collins, Susan E.; Harrop, Erin N.; Marlatt, G. Alan","Enactment of home practice following mindfulness-based relapse prevention and its association with substance-use outcomes","Addictive Behaviors","","1873-6327","10.1016/j.addbeh.2014.07.030","","INTRODUCTION: Mindfulness-based treatments have received increasing interest and empirical support in the clinical psychology literature. There are, however, no studies to date that have systematically examined treatment enactment, which is the amount and type of home practice participants incorporate into their daily lives. Because treatment enactment has been cited as a key aspect of treatment fidelity, this study examined the relationships between treatment enactment (i.e., home mindfulness practice) and alcohol and other drug (AOD) use and craving in the context of a larger study of mindfulness-based relapse prevention (MBRP). METHODS: Participants (N=93) in this secondary analysis had been randomized in the parent study to receive MBRP. AOD use, craving, and home mindfulness practice were assessed at baseline, post-treatment, 2-month and 4-month follow-up time points. RESULTS: MBRP participants significantly increased the amount of time spent in home mindfulness practice over the course of the study. Further, greater time spent in home practice was associated with less AOD use and craving at the 2- and 4-month follow-ups. Of note, the significant treatment gains in home practice faded somewhat at the 2- and 4-month follow-ups as participants returned to standard aftercare, which did not involve mindfulness-based practice. CONCLUSIONS: Participation in MBRP was associated with a significant increase in home mindfulness practice, and increased involvement in home practice was associated with significantly lower AOD use and craving over the course of the study. This suggests that treatment enactment, which entails building mindfulness practice into one's daily life, plays a key role in ongoing recovery following MBRP treatment. Teaching mindfulness skills for daily use versus for only in high-risk situations has the potential to boost the longevity of MBRP treatment effects. These findings also suggest that MBRP clinicians should target the post-intervention decline in home practice (e.g., with ongoing mindfulness practice groups) to maximize the benefits of mindfulness meditation in decreasing AOD use and craving.","41858","41916.06853009259","41916.06853009259","","16-20","","","40C","","Addict Behav","","","","","","","","ENG","","","","","NCBI PubMed","","PMID: 25218066","","","http://www.ncbi.nlm.nih.gov/pubmed/25218066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5WP4TNN","journalArticle","2014","Arroll, Megan A.; Attree, Elizabeth A.; Marshall, Clare L.; Dancey, Christine P.","Pilot study investigating the utility of a specialized online symptom management program for individuals with myalgic encephalomyelitis/chronic fatigue syndrome as compared to an online meditation program","Psychology Research and Behavior Management","","1179-1578","10.2147/PRBM.S63193","","BACKGROUND: Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is a long-term, debilitating condition that impacts numerous areas of individuals' lives. The two predominant treatment options for ME/CFS are cognitive behavioral therapy and graded exercise therapy; however, many people have found these techniques unacceptable or even damaging. This pilot study aimed to evaluate the utility of a specialized online symptom management program for ME/CFS in comparison to an online meditation program in an effort to ascertain whether this tool could be a further option for those with ME/CFS. METHODS: THIS EXPERIMENTAL DESIGN CONSISTED OF TWO INTERVENTIONS: a specialized online symptoms management program (N=19) and a control intervention based on an online meditation website (N=9). A battery of questionnaires, including measures of multidimensional fatigue, illness-specific symptoms, perceived control, and mindful awareness, were completed before the participants commenced use of the programs and following 8 weeks' use. RESULTS: Significant differences were found in the areas of chance and powerful others' locus of control, and sleeping difficulties, but not in ME/CFS symptomatology overall. CONCLUSION: The specialized online program described in this study warrants further investigation, as it appears to influence perceived control and key ME/CFS symptoms over time.","2014","41916.06853009259","41916.06853009259","","213-221","","","7","","Psychol Res Behav Manag","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 25214803  PMCID: PMC4159366","","","http://www.ncbi.nlm.nih.gov/pubmed/25214803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRSKHQR8","journalArticle","2014","Leung, Natalie T. Y.; Lo, Mandy M.; Lee, Tatia M. C.","Potential therapeutic effects of meditation for treating affective dysregulation","Evidence-Based Complementary and Alternative Medicine: eCAM","","1741-427X","10.1155/2014/402718","","Affective dysregulation is at the root of many psychopathologies, including stress induced disorders, anxiety disorders, and depression. The root of these disorders appears to be an attenuated, top-down cognitive control from the prefrontal cortices over the maladaptive subcortical emotional processing. A form of mental training, long-term meditation practice can trigger meditation-specific neuroplastic changes in the brain regions underlying cognitive control and affective regulation, suggesting that meditation can act as a kind of mental exercise to foster affective regulation and possibly a cost-effective intervention in mood disorders. Increasing research has suggested that the cultivation of awareness and acceptance along with a nonjudgmental attitude via meditation promotes adaptive affective regulation. This review examined the concepts of affective regulation and meditation and discussed behavioral and neural evidence of the potential clinical application of meditation. Lately, there has been a growing trend toward incorporating the ""mindfulness"" component into existing psychotherapeutic treatment. Promising results have been observed thus far. Future studies may consider exploring the possibility of integrating the element of ""compassion"" into current psychotherapeutic approaches.","2014","41916.06853009259","41916.06853009259","","402718","","","2014","","Evid Based Complement Alternat Med","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 25197309  PMCID: PMC4145796","","","http://www.ncbi.nlm.nih.gov/pubmed/25197309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
